0,1,3.0,2.2
1,21,5.0,3.6
1,36,3.0,3.4
1,45,5.0,3.3
1,50,3.0,3.7
1,56,4.0,3.3
1,59,3.0,3.6
1,60,3.0,3.6
1,61,2.0,3.3
1,74,3.0,3.7
1,78,4.0,3.6
1,82,3.0,3.5
1,90,5.0,3.5
1,93,3.0,3.5
2,96,3.0,3.8
2,27,4.0,3.6
2,100,2.5,3.2
2,91,3.0,3.3
2,112,4.0,3.7
2,118,3.0,3.4
2,120,4.0,3.5
2,122,5.0,3.5
2,124,4.0,3.4
2,125,5.0,3.4
2,127,3.5,3.6
2,135,4.5,3.8
3,20,4.0,4.1
3,139,5.0,4.3
3,143,5.0,4.4
3,49,5.0,4.5
3,55,5.0,4.3
3,58,5.0,4.3
3,154,5.0,4.5
3,93,5.0,4.4
3,159,4.0,4.2
3,163,4.0,4.2
3,165,5.0,4.4
3,168,5.0,4.4
3,182,5.0,4.5
3,192,5.0,4.5
3,195,4.0,4.3
3,197,5.0,4.4
3,201,5.0,4.5
3,206,5.0,4.2
3,207,5.0,4.6
3,208,4.0,4.1
3,210,4.0,4.1
3,213,5.0,4.3
3,216,5.0,4.4
3,219,5.0,4.4
3,224,5.0,4.5
3,227,5.0,4.3
3,239,5.0,4.4
3,242,5.0,4.6
3,250,5.0,4.4
3,256,5.0,4.4
3,260,4.0,4.3
3,272,5.0,4.2
3,277,1.0,4.4
3,281,4.0,4.4
3,287,5.0,4.5
3,289,5.0,4.5
3,292,3.0,4.1
3,296,1.0,4.0
3,298,5.0,4.6
3,306,5.0,4.4
3,307,4.0,4.3
3,309,4.0,4.3
3,314,5.0,3.9
3,316,3.0,4.3
3,317,5.0,4.2
4,319,4.0,3.9
4,22,4.0,4.0
4,157,2.5,3.6
4,329,4.0,3.9
4,213,5.0,4.0
4,217,3.5,4.0
4,338,4.0,3.9
4,351,4.0,3.9
4,126,4.5,4.0
4,365,4.0,3.9
4,366,3.5,4.0
4,367,4.0,4.0
4,371,4.0,4.0
4,376,3.5,4.0
5,155,4.0,3.3
5,390,4.5,3.1
5,394,2.0,3.0
5,400,3.0,3.1
5,401,4.0,3.3
5,129,5.0,3.4
5,416,4.5,3.4
6,418,3.0,3.4
6,139,4.0,3.6
6,420,4.0,3.2
6,100,3.0,3.1
6,59,3.0,3.4
6,60,3.0,3.4
6,156,3.0,3.4
6,430,1.0,2.9
6,431,5.0,4.0
6,179,5.0,3.8
6,187,4.0,3.8
6,201,4.0,3.6
6,11,5.0,3.3
7,23,5.0,4.2
7,27,4.0,4.1
7,143,3.5,4.1
7,49,4.0,4.1
7,57,4.0,4.0
7,79,5.0,4.0
7,179,3.5,4.0
7,197,4.0,4.0
7,391,0.5,3.9
7,214,4.0,4.0
7,460,3.0,3.7
7,333,5.0,3.9
7,264,4.5,4.0
7,466,3.5,3.8
7,341,5.0,3.8
7,476,2.5,3.8
7,477,3.5,4.1
7,479,4.0,4.0
7,359,3.5,4.0
7,482,3.5,4.1
7,362,4.0,3.9
7,127,3.0,4.1
7,486,3.5,4.1
7,487,3.0,3.9
7,488,4.0,4.1
7,130,4.0,3.9
7,497,4.5,4.2
8,417,4.0,3.9
8,503,3.0,3.7
8,504,5.0,3.6
8,512,4.0,3.8
8,459,4.0,4.0
8,338,3.0,3.8
8,16,2.0,3.6
9,527,2.0,3.5
9,105,4.0,3.9
9,202,4.0,3.7
9,536,5.0,4.0
9,402,5.0,3.8
9,541,3.0,3.4
9,543,5.0,3.7
9,546,4.0,3.9
10,49,5.0,3.9
10,103,4.5,3.8
10,553,5.0,4.5
10,446,5.0,4.0
10,554,3.5,3.5
10,562,3.5,4.2
10,566,3.0,4.0
10,573,4.0,3.8
11,505,2.0,2.4
11,430,3.0,2.2
11,582,5.0,2.5
11,214,4.0,2.7
11,585,2.0,2.9
11,339,2.0,2.3
11,590,2.0,2.2
11,591,4.0,2.3
11,592,1.0,2.8
11,346,4.0,2.7
11,598,5.0,2.8
11,601,1.0,3.0
11,602,3.0,2.7
11,607,4.0,3.0
12,417,5.0,3.7
12,27,4.0,3.8
12,90,4.0,3.8
12,223,3.0,3.6
12,119,3.0,3.8
12,625,3.0,3.9
12,315,3.5,3.6
12,354,4.0,3.8
12,130,4.0,3.7
12,632,3.5,3.9
12,638,3.0,3.8
13,639,3.0,2.9
13,641,2.0,3.1
13,646,3.0,3.1
14,20,3.0,2.6
14,654,2.5,3.0
