0,2,3.0,3.2
0,3,2.0,2.6
0,6,2.0,2.7
0,13,4.0,2.2
0,17,2.5,2.3
1,26,3.0,3.8
1,27,4.0,3.9
1,28,3.0,4.1
1,29,5.0,3.6
1,33,3.0,3.2
1,34,3.0,3.6
1,35,3.0,3.7
1,36,3.0,3.6
1,38,1.0,3.8
1,39,3.0,3.7
1,48,3.0,3.7
1,49,4.0,3.9
1,51,4.0,3.9
1,52,2.0,3.9
1,53,1.0,3.8
1,55,4.0,3.6
1,56,4.0,3.8
1,57,3.0,3.7
1,59,3.0,3.9
1,62,3.0,3.8
1,63,3.0,3.8
1,67,3.0,3.6
1,68,4.0,3.6
1,71,2.0,3.7
1,76,4.0,3.6
1,81,3.0,3.6
1,87,3.0,3.8
1,88,3.0,3.9
1,92,3.0,3.8
1,94,4.0,3.4
2,27,4.0,3.7
2,64,2.5,3.6
2,101,2.0,3.6
2,106,3.0,3.7
2,114,4.0,3.4
2,118,3.0,3.6
2,126,3.0,3.5
2,128,3.0,3.6
2,134,3.5,3.7
2,137,3.0,3.7
3,140,5.0,4.5
3,30,4.0,4.3
3,60,4.0,4.5
3,146,3.0,4.2
3,152,4.0,4.8
3,88,5.0,4.4
3,89,5.0,4.4
3,93,5.0,4.6
3,158,5.0,4.5
3,160,5.0,4.6
3,162,4.0,2.5
3,170,5.0,4.5
3,172,5.0,4.5
3,182,5.0,4.4
3,184,5.0,4.6
3,188,5.0,4.7
3,191,5.0,4.3
3,192,5.0,4.4
3,194,5.0,4.4
3,198,5.0,4.3
3,200,4.0,4.2
3,207,5.0,4.4
3,221,5.0,4.5
3,223,2.0,4.4
3,230,3.0,4.3
3,240,3.0,4.3
3,241,5.0,4.3
3,244,4.0,4.4
3,13,4.0,4.1
3,253,5.0,4.1
3,254,3.0,4.5
3,259,4.0,4.4
3,15,3.0,4.3
3,264,5.0,4.6
3,268,5.0,4.7
3,276,4.0,4.3
3,277,1.0,4.3
3,281,4.0,4.5
3,282,4.0,4.0
3,284,4.0,4.2
3,287,5.0,4.4
3,289,5.0,4.5
3,291,3.0,4.5
3,293,5.0,4.1
3,294,5.0,4.8
3,295,2.0,3.9
3,299,3.0,4.3
3,300,5.0,4.5
3,303,5.0,4.7
3,305,5.0,3.9
3,306,5.0,4.3
3,307,4.0,4.4
3,312,2.0,4.4
3,314,5.0,4.1
3,315,4.0,4.4
4,319,4.0,4.1
4,320,4.0,4.0
4,323,3.5,4.0
4,59,4.0,4.0
4,60,4.0,4.0
4,150,4.0,4.0
4,88,3.5,4.0
4,324,5.0,4.0
4,157,2.5,3.8
4,326,5.0,4.0
4,330,3.5,4.0
4,227,4.0,4.1
4,337,1.5,3.9
4,341,3.5,3.9
4,116,4.5,4.0
4,345,3.5,4.0
4,349,3.5,4.0
4,350,4.0,4.0
4,358,3.0,4.0
4,363,4.5,4.0
4,364,3.0,4.0
4,365,4.0,4.0
4,366,3.5,4.1
4,370,4.0,4.0
4,376,3.5,4.0
5,386,2.0,3.3
5,142,2.0,3.5
5,387,5.0,3.5
5,390,4.5,3.6
5,394,2.0,3.6
5,395,0.5,2.9
5,396,3.0,3.5
5,263,4.0,3.5
5,402,1.0,3.4
5,283,3.0,3.6
5,411,1.5,3.1
5,412,5.0,3.1
5,129,5.0,3.7
5,130,4.0,3.3
5,415,3.0,3.7
6,417,3.0,3.7
6,20,3.0,3.2
6,0,3.0,3.5
6,320,3.0,3.6
6,27,5.0,3.6
6,141,4.0,3.3
6,100,3.0,3.4
6,59,3.0,3.5
6,146,4.0,3.4
6,83,4.0,3.4
6,88,4.0,3.5
6,89,3.0,3.5
6,428,3.0,3.4
6,429,2.0,3.7
6,102,1.0,3.6
6,432,3.0,3.4
6,433,2.0,3.4
6,175,3.0,3.7
6,436,5.0,4.0
6,180,5.0,3.7
6,106,5.0,3.7
6,187,4.0,3.6
6,203,3.0,3.6
6,10,3.0,3.7
6,443,2.0,3.3
6,210,4.0,3.4
6,444,3.0,3.5
6,446,1.0,3.6
7,23,5.0,4.0
7,57,4.0,4.0
7,69,4.5,3.8
7,452,5.0,3.9
7,453,4.0,3.8
7,454,3.5,3.8
7,105,4.0,4.1
7,180,4.0,3.9
7,194,4.0,3.7
7,214,4.0,4.0
7,455,4.0,3.8
7,460,3.0,3.7
7,395,3.5,3.7
7,264,4.5,3.9
7,462,4.5,3.9
7,464,5.0,4.0
7,119,4.5,3.9
7,287,4.5,3.8
7,298,5.0,3.8
7,470,4.0,4.0
7,474,5.0,4.0
7,477,3.5,4.0
7,480,3.5,4.0
7,483,4.5,3.8
7,362,4.0,4.0
7,488,4.0,4.0
7,492,4.0,4.0
7,494,4.0,4.1
7,416,3.0,3.7
7,495,3.5,3.9
7,377,4.5,4.0
7,498,3.5,3.8
7,381,3.5,3.9
8,23,3.0,3.3
8,426,5.0,3.4
8,505,5.0,3.9
8,507,5.0,3.4
8,510,3.0,3.6
8,513,4.0,3.3
8,334,5.0,3.7
8,515,4.0,3.5
8,338,3.0,3.7
8,516,4.0,3.7
8,16,2.0,3.4
8,520,2.0,3.3
8,402,5.0,3.7
8,278,3.0,3.6
8,119,4.0,3.8
9,24,5.0,3.7
9,323,3.0,3.8
9,425,4.0,3.9
9,176,4.0,3.8
9,187,3.0,3.3
9,191,4.0,3.9
9,529,3.0,3.7
9,533,5.0,3.9
9,537,2.0,3.4
9,523,4.0,3.6
9,402,5.0,3.7
9,120,4.0,3.4
9,541,3.0,3.8
9,544,2.0,3.7
9,546,4.0,4.1
10,49,5.0,3.8
10,103,4.5,3.9
10,550,3.5,3.9
10,446,5.0,3.7
10,558,5.0,4.6
10,569,4.0,3.8
10,571,4.5,4.5
11,42,3.0,2.7
11,580,1.0,2.3
11,583,1.0,2.0
11,210,1.0,2.6
11,214,4.0,2.6
11,392,2.0,2.7
11,339,2.0,2.5
11,401,1.0,2.5
11,122,4.0,2.9
11,591,4.0,2.5
11,346,4.0,3.1
11,601,1.0,3.3
11,604,5.0,3.1
11,609,1.0,2.3
11,611,5.0,3.0
11,613,5.0,2.7
12,99,4.5,3.8
12,57,5.0,3.7
12,79,4.0,3.9
12,196,2.5,3.7
12,223,3.0,3.4
12,625,3.0,3.6
12,626,3.5,3.7
12,354,4.0,3.7
12,628,4.5,3.8
12,477,3.5,3.9
12,634,4.0,3.7
12,637,4.5,3.8
13,154,1.0,2.9
13,639,3.0,3.0
13,278,3.0,2.8
13,642,3.0,2.4
13,644,2.0,2.9
13,645,5.0,2.9
13,409,4.0,2.8
13,649,4.0,2.8
14,653,2.5,2.7
14,654,2.5,2.9
14,655,3.5,2.8
14,656,1.0,2.7
14,418,4.5,2.8
14,659,3.0,2.8
14,24,5.0,2.8
14,660,5.0,2.8
14,661,3.0,2.8
14,140,2.5,2.7
14,665,4.0,3.0
14,30,1.0,2.6
14,669,2.0,2.8
14,31,3.0,2.7
14,671,4.0,2.9
14,32,3.0,2.7
14,674,2.5,2.8
14,677,4.0,3.4
14,679,1.0,2.7
14,36,1.5,2.7
14,682,4.5,2.8
14,684,1.0,2.7
14,685,4.0,3.0
14,686,4.0,2.8
14,687,3.5,2.6
14,689,2.0,2.7
14,44,1.0,3.0
14,48,1.0,2.8
14,99,2.0,2.8
14,694,2.5,2.8
14,145,1.5,2.7
14,696,3.0,3.0
14,323,2.0,2.7
14,60,2.0,2.7
14,61,3.5,2.8
14,146,4.0,2.8
14,65,3.5,2.7
14,699,1.0,2.8
14,148,3.0,2.7
14,700,4.0,2.9
14,151,1.0,2.7
14,73,0.5,2.6
14,705,4.0,2.5
14,75,3.0,2.8
14,450,3.5,2.8
14,451,2.5,2.8
14,81,2.0,2.6
14,710,3.5,2.8
14,89,4.0,2.8
14,92,5.0,2.9
14,505,5.0,2.9
14,714,4.0,2.8
14,715,2.0,2.9
14,428,3.0,2.7
14,506,3.5,2.7
14,719,2.5,2.7
14,325,1.5,2.8
14,723,3.0,2.8
14,724,5.0,2.8
14,725,1.0,2.7
14,727,3.5,2.9
14,730,4.0,3.2
14,731,5.0,2.9
14,159,2.5,2.9
14,735,4.0,2.9
14,160,4.0,2.9
14,623,1.5,2.9
14,741,1.0,3.1
14,744,2.0,2.6
14,326,2.0,2.7
14,746,2.5,2.6
14,507,1.5,2.7
14,747,4.0,2.8
14,749,2.0,2.8
14,750,2.5,2.8
14,751,2.0,2.8
14,754,2.5,2.7
14,755,1.0,2.9
14,760,4.0,3.4
14,761,3.0,2.9
