0,3,2.0,3.2
0,4,4.0,3.1
0,5,2.0,2.8
0,7,2.0,3.0
0,14,3.0,3.7
0,15,2.0,3.1
0,18,1.0,2.5
0,19,3.0,2.3
1,20,4.0,3.2
1,21,5.0,3.4
1,22,5.0,3.3
1,24,4.0,3.3
1,29,5.0,3.2
1,30,4.0,3.2
1,31,3.0,3.4
1,32,3.0,3.3
1,33,3.0,3.1
1,34,3.0,3.3
1,35,3.0,3.2
1,36,3.0,3.3
1,37,5.0,3.4
1,38,1.0,3.1
1,41,3.0,3.2
1,43,4.0,3.6
1,44,5.0,3.5
1,45,5.0,3.2
1,51,4.0,3.5
1,55,4.0,3.3
1,60,3.0,3.2
1,67,3.0,3.1
1,68,4.0,3.5
1,69,3.0,3.3
1,71,2.0,3.2
1,75,4.0,3.2
1,78,4.0,3.6
1,79,4.0,3.2
1,80,4.0,3.5
1,82,3.0,3.3
1,85,5.0,3.1
1,89,5.0,3.1
1,92,3.0,3.7
1,94,4.0,3.3
1,95,4.0,3.5
2,49,4.5,3.6
2,64,2.5,3.6
2,101,2.0,3.5
2,102,3.5,3.4
2,104,3.0,3.3
2,105,5.0,3.4
2,109,4.0,3.7
2,111,4.5,3.5
2,112,4.0,4.1
2,115,3.0,3.3
2,116,3.0,3.6
2,117,3.5,3.8
2,118,3.0,3.6
2,119,3.5,3.4
2,125,5.0,3.5
2,134,3.5,3.6
2,136,4.5,3.2
2,137,3.0,3.5
3,30,4.0,4.3
3,142,3.0,4.2
3,143,5.0,4.4
3,145,3.0,4.3
3,57,5.0,4.5
3,58,5.0,4.3
3,60,4.0,4.3
3,146,3.0,4.1
3,147,3.0,4.7
3,149,1.0,4.5
3,150,4.0,4.5
3,151,4.0,4.5
3,89,5.0,4.3
3,155,5.0,4.5
3,156,4.0,4.4
3,158,5.0,4.6
3,160,5.0,4.5
3,161,5.0,4.6
3,163,4.0,4.7
3,166,5.0,4.4
3,167,5.0,4.3
3,168,5.0,4.5
3,171,5.0,4.3
3,174,5.0,4.4
3,176,5.0,4.4
3,177,5.0,4.6
3,178,5.0,4.2
3,105,5.0,4.4
3,183,5.0,4.5
3,106,5.0,4.3
3,185,5.0,4.2
3,189,5.0,4.6
3,191,5.0,4.4
3,194,5.0,4.4
